length_url,nb_dots,nb_hyphens,nb_at,domain_age,domain_registration_length,web_traffic,google_index,page_rank,links_in_tags,phish_hints,status
36,2,0,0,7298,371,5498369,0,5,14.28571429,0,0
21,2,0,0,7501,190,408392,0,3,34.14634146,0,0
34,1,0,0,1400,61,0,1,0,62.5,0,1
24,2,0,0,5637,0,511701,0,5,0.0,0,0
62,4,0,0,5627,217,0,1,5,0.0,0,1
43,4,1,0,-1,0,0,1,0,0.0,0,1
46,2,1,0,3029,257,2349295,0,4,60.0,0,0
30,2,0,0,3303,350,2894528,0,2,75.0,0,0
21,2,0,0,2598,144,0,0,4,70.0,0,0
58,1,3,0,1857,335,0,1,0,100.0,4,1
40,3,1,0,2188,3,15984,1,5,100.0,0,1
20,2,0,0,5351,128,8732354,0,3,60.0,0,0
63,2,0,1,2188,4,0,1,0,100.0,0,1
92,2,1,0,3828,555,0,1,2,100.0,0,1
29,2,0,0,-1,0,8061018,0,2,33.33333333,0,0
63,3,0,0,7156,151,2250,1,3,73.68421053,0,0
54,2,0,0,6340,600,291,1,5,100.0,0,0
61,2,1,0,7616,133,2190,0,5,50.0,0,0
66,3,1,1,91,274,0,1,3,100.0,1,1
33,2,0,0,37,0,0,1,0,0.0,0,1
90,3,0,0,-1,0,9273,0,5,50.0,0,0
41,2,0,0,-1,0,1009,0,7,95.23809524,0,0
33,2,0,0,-1,0,297716,1,3,70.0,0,0
77,3,0,0,6426,149,1886126,0,5,0.0,0,0
79,2,0,0,4377,0,0,1,1,0.0,0,1
96,2,1,0,244,122,0,1,0,100.0,3,1
49,2,2,0,7351,162,152882,0,3,85.29411765,0,0
106,3,1,0,8391,1717,0,0,3,0.0,0,0
73,2,1,0,1819,372,0,1,0,100.0,1,1
53,5,2,0,5616,228,0,1,5,0.0,0,1
30,2,0,0,7297,372,613996,0,5,0.0,0,0
50,4,1,0,-1,0,0,1,0,100.0,3,1
41,5,0,0,5568,0,104444,1,3,0.0,0,1
27,2,0,0,6112,98,157596,0,5,92.10526316,0,0
25,2,0,0,7106,563,0,0,3,100.0,0,0
86,2,1,0,-1,1090,0,1,0,0.0,2,1
48,3,0,0,6490,84,4053232,0,3,86.95652174,0,1
34,2,2,0,7299,370,0,0,5,0.0,0,0
26,2,0,0,6140,0,1177815,0,3,83.33333333,0,0
32,1,0,0,-1,0,31757,0,5,100.0,0,0
123,2,2,0,8019,381,0,1,4,0.0,0,1
59,3,1,0,6889,51,0,1,3,0.0,0,0
26,2,0,0,2651,271,386861,0,4,100.0,0,0
27,2,1,0,1844,348,6577026,1,0,85.18518519,0,1
18,2,0,0,-1,322,96708,0,3,90.47619048,0,0
63,1,0,0,-1,220,495795,0,5,100.0,0,0
109,2,8,0,4428,1780,1059659,0,4,88.23529412,1,0
51,2,0,0,2046,1606,0,0,2,0.0,0,1
102,3,6,0,12123,662,1006,0,7,100.0,0,0
52,2,0,0,4288,94,218205,1,5,100.0,0,0
69,3,0,0,7471,200,0,1,2,70.0,1,1
218,3,1,0,-1,24,0,1,0,50.0,4,1
34,2,0,0,8516,2808,8,0,10,22.22222222,0,0
39,2,0,0,6606,333,899,1,5,87.09677419,0,1
26,2,0,0,4161,221,405645,0,4,100.0,0,0
32,2,0,0,7906,3416,9378,0,6,94.73684211,0,0
28,2,0,0,-1,193,0,0,1,100.0,0,0
158,4,7,0,3157,860,0,1,1,100.0,2,1
58,2,0,0,-1,0,0,1,1,0.0,0,1
57,3,4,0,5911,297,86615,0,5,81.81818182,0,0
243,14,1,0,328,38,0,1,0,0.0,3,1
130,5,1,0,3992,25,5697976,1,0,100.0,0,1
23,1,1,0,5,360,0,1,0,100.0,0,1
43,1,0,0,7192,113,0,1,2,0.0,0,1
30,2,0,0,1967,225,7158525,0,2,100.0,0,0
41,3,1,0,284,82,0,1,0,10.73825503,0,1
24,2,0,0,10048,161,31916,0,5,72.0,0,0
41,2,0,0,1335,125,0,1,0,50.0,0,1
35,2,0,0,7299,370,0,0,5,0.0,0,0
40,3,0,0,3791,595,279260,1,3,0.0,1,1
43,2,0,0,1967,2416,4657,1,3,0.0,0,1
48,3,0,0,8145,620,12364,0,6,30.95238095,0,0
41,2,0,0,3340,313,0,1,2,0.0,0,1
31,2,0,0,134,231,0,1,0,0.0,0,1
32,2,0,0,5157,1051,0,1,8,0.0,0,1
54,2,1,0,7119,3473,32633,1,4,7.692307692000001,0,0
27,2,0,0,7421,0,728979,0,3,44.44444444,0,0
73,4,1,0,5160,1048,114,1,8,0.0,0,0
28,2,0,0,-1,335,28560,0,5,75.6097561,0,0
33,3,0,0,-1,175,143848,0,2,100.0,0,0
49,2,3,0,9396,100,6879,1,6,92.30769231,0,0
37,2,0,0,606,124,1172123,0,2,50.0,0,1
28,2,0,0,7092,578,0,0,4,28.57142857,0,0
91,2,1,0,3815,568,0,1,2,100.0,0,1
38,2,0,0,199,166,0,1,2,0.0,0,1
80,2,0,0,-1,-1,0,1,0,0.0,0,1
43,2,2,0,7298,371,1382862,0,5,31.25,0,0
50,2,1,0,3072,215,0,1,0,100.0,1,1
23,2,0,0,5731,0,10466422,0,3,90.90909091,0,0
49,1,1,0,4175,216,0,1,0,0.0,2,1
35,2,0,0,7027,643,15325,0,7,100.0,0,0
52,2,0,0,7130,905,12,0,7,100.0,0,0
60,1,2,0,2300,257,0,1,2,40.0,2,1
55,4,2,0,4565,184,7521365,1,4,83.33333333,0,1
111,2,1,0,2048,144,0,1,0,3.846153846,3,1
111,2,5,0,3346,306,23006,0,4,76.92307692,0,0
87,3,0,0,8407,723,9678243,1,1,0.0,0,1
27,2,0,0,4106,276,8362,0,5,63.63636364,0,0
25,1,0,0,396,335,0,1,0,0.0,0,1
54,2,1,0,2541,0,0,1,3,0.0,0,1
29,2,0,0,5231,247,0,0,7,95.65217391,0,0
27,2,0,0,3237,51,713698,0,2,17.64705882,0,0
86,4,0,0,-1,301,0,1,0,0.0,0,1
37,2,0,0,6217,357,337,0,6,0.0,0,0
57,1,1,0,2130,70,0,1,0,0.0,3,1
86,3,1,0,-1,0,0,1,2,100.0,3,1
50,3,0,0,3151,136,0,1,3,95.91836735,0,1
43,3,0,0,7157,149,2272,1,3,86.66666667,0,0
24,2,1,0,1976,216,1029187,0,2,100.0,0,0
72,1,3,0,6137,72,0,1,4,52.38095238,0,0
33,2,0,0,-1,928,784246,0,1,11.11111111,0,0
33,2,0,0,-1,341,0,1,2,0.0,0,1
40,3,0,0,1338,122,22211,1,6,100.0,0,1
30,2,0,0,2975,312,0,1,0,0.0,0,1
73,3,2,0,3228,60,0,1,2,0.0,4,1
47,2,2,0,9121,375,48,1,7,14.28571429,0,0
84,3,0,0,8143,282,704437,0,3,0.0,0,0
42,2,0,0,5939,634,670999,0,4,85.41666667,0,1
100,2,6,0,7615,134,2188,0,5,50.0,0,0
94,2,1,0,8217,182,213,0,8,88.46153846,0,0
59,3,1,0,-1,0,0,1,0,0.0,2,1
27,2,0,0,-1,0,0,1,1,80.0,0,0
27,2,0,0,5028,2642,9583,0,6,100.0,0,0
65,5,0,0,1804,23,0,1,0,100.0,1,1
33,1,1,0,-1,165,2087703,0,2,100.0,0,0
24,2,0,0,-2,129,167733,0,2,42.30769231,0,0
29,3,0,0,-1,732,3520923,0,1,100.0,0,0
24,2,0,0,3091,1658,0,0,0,83.33333333,0,0
103,1,1,0,2048,144,0,1,0,3.846153846,3,1
39,2,0,0,8517,2807,8,0,10,26.66666667,0,0
91,2,6,0,1546,280,9488655,1,1,0.0,0,0
43,2,0,0,7133,902,12,0,7,100.0,0,0
30,2,0,0,3066,2047,3617,0,7,87.5,0,0
45,2,0,0,7874,162,1457,0,5,42.10526316,0,0
22,1,0,0,-1,0,0,1,0,0.0,0,1
38,2,0,0,8431,2160,0,1,5,100.0,0,0
59,3,0,0,8919,214,332188,1,4,33.33333333,0,0
62,4,0,0,2335,222,0,1,2,0.0,2,1
61,1,3,0,9052,79,2790,0,7,50.0,1,0
37,2,0,0,6153,1164,0,1,3,0.0,0,1
62,1,0,0,4812,393,287489,0,2,73.33333333,0,0
31,2,0,0,9325,1266,1394,0,6,66.66666667,0,0
23,2,0,0,1059,36,629814,0,4,76.0,0,0
55,7,0,0,1,364,0,1,0,75.0,0,1
22,2,0,0,7542,374,543661,0,3,70.83333333,0,0
50,2,1,0,7839,197,606,0,6,31.25,0,0
29,1,0,0,1899,292,507771,1,1,94.91525424,2,1
31,2,0,0,111,253,2847770,0,0,100.0,0,1
64,4,0,0,-1,0,15992,0,4,0.0,0,0
41,2,0,0,7132,903,12,0,7,100.0,0,0
46,2,0,0,2824,827,0,1,0,23.52941176,0,1
65,2,0,0,603,127,0,1,2,0.0,0,1
61,3,3,0,6708,231,67890,0,5,20.93023256,0,0
78,2,0,0,4377,0,0,1,1,0.0,0,1
58,5,0,1,5627,217,0,1,5,0.0,0,1
39,2,2,0,-1,0,0,0,2,0.0,0,0
21,2,0,0,8854,0,330836,0,4,100.0,0,0
37,4,0,0,129,236,0,1,0,0.0,0,1
36,2,0,0,7419,616,0,1,3,0.0,0,1
53,1,2,0,5484,2186,1338,0,7,61.53846154,0,0
32,2,0,0,-1,83,461672,0,4,88.88888889,0,0
35,2,0,0,7298,371,0,1,5,50.0,0,1
164,2,1,0,1282,0,0,1,0,0.0,2,1
48,3,0,0,3,362,0,1,0,83.33333333,1,1
99,3,3,0,7455,3131,0,0,5,66.66666667,0,0
83,3,1,0,5119,724,41424,0,4,96.62921348,0,0
54,2,0,0,1731,96,2301844,1,2,0.0,0,1
32,2,0,0,5058,786,77435,0,4,75.0,0,1
32,2,0,0,2329,228,3474559,0,1,75.0,0,0
121,5,0,0,4004,14,5828815,1,0,100.0,0,1
54,3,0,0,-1,669,8902890,1,4,95.65217391,0,1
51,3,2,0,2791,131,9050107,1,0,100.0,2,1
43,2,0,0,6867,72,306936,1,4,94.11764706,0,1
32,1,0,0,3493,159,0,1,0,0.0,0,1
35,2,2,0,-1,0,77586,1,1,100.0,1,1
55,5,1,0,5616,228,0,1,5,0.0,3,1
53,2,0,0,6672,633,6923,1,5,64.70588235,0,0
57,2,0,0,7133,901,12,0,7,100.0,0,0
32,2,0,0,5092,2944,969082,0,4,28.94736842,0,0
96,2,1,0,4609,139,0,1,3,50.0,4,1
486,10,13,0,-2,341,0,1,0,100.0,0,1
78,5,1,1,342,23,0,1,0,0.0,0,1
89,1,5,0,2041,150,493547,1,3,64.28571429,0,0
37,2,0,0,4108,275,0,0,2,6.666666667,0,0
59,2,0,0,7615,133,2188,0,5,50.0,0,0
71,2,3,0,7199,129,1778,0,5,100.0,0,0
54,3,0,0,9293,205,148445,0,5,79.31034483,0,0
59,4,0,0,12648,0,4424,0,5,0.0,0,0
51,3,2,0,5910,298,86615,0,5,81.81818182,0,0
76,2,1,0,175,190,0,1,0,100.0,4,1
61,2,0,0,12210,209,50,0,8,100.0,0,0
29,2,0,0,7246,1884,1115708,0,4,60.0,0,0
71,2,3,0,7617,131,2187,0,5,52.94117647,0,0
45,1,1,0,1726,101,167115,1,4,100.0,0,1
104,2,10,0,8434,696,3790,0,6,86.66666667,0,0
38,2,0,0,8965,1261,70,1,8,0.0,0,0
51,2,1,0,4,361,0,1,0,88.23529412,0,1
85,2,1,0,8215,185,216,0,8,88.46153846,0,0
34,2,0,0,6512,427,0,0,2,52.38095238,0,0
52,4,1,1,560,170,0,1,2,100.0,0,1
76,2,4,0,9504,357,2040,0,6,100.0,0,0
35,3,0,0,7975,0,326461,1,5,100.0,0,0
41,2,0,0,4041,0,0,1,0,0.0,1,1
31,2,2,0,4567,181,1077782,0,3,75.0,0,0
110,2,13,0,5339,140,11068,0,6,32.69230769,0,0
75,4,2,0,5160,1048,115,1,8,0.0,0,0
33,2,0,0,7296,373,875896,0,5,0.0,0,0
69,2,2,0,1884,307,0,1,0,12.5,2,1
32,2,1,0,7298,371,0,0,5,36.36363636,0,0
42,3,2,0,-1,0,4248,0,5,68.75,0,0
46,2,0,0,5160,1048,0,0,8,100.0,0,0
52,3,0,0,5290,189,1547,1,5,100.0,0,0
40,3,0,0,2241,315,0,1,3,100.0,1,1
60,3,0,0,-1,1802,837228,1,0,21.73913043,0,1
20,1,0,0,-1,0,1083622,1,7,0.0,0,1
40,2,1,0,86,279,0,1,0,0.0,0,1
44,2,0,0,2724,198,0,1,0,0.0,0,1
27,2,0,0,5958,250,0,0,2,0.0,0,0
44,1,0,0,261,104,8774851,1,0,60.0,0,1
42,2,1,0,7296,373,603548,0,5,22.22222222,0,0
49,3,1,0,8157,608,2390594,1,4,100.0,1,1
39,1,0,0,-1,230,0,1,0,0.0,0,1
19,2,0,0,1733,94,0,1,0,100.0,0,1
64,5,1,0,-1,96,0,1,1,100.0,0,1
52,2,2,0,6298,642,5126,0,6,0.0,0,0
42,3,2,0,657,74,0,1,0,0.0,0,1
22,2,0,0,3122,166,1237904,0,5,88.88888889,0,0
52,2,0,0,6681,259,12866,0,5,87.5,0,0
59,2,4,0,5511,333,1300,0,7,100.0,0,0
51,2,2,0,2155,36,0,0,0,0.0,0,1
61,2,2,0,6977,327,1264128,0,4,66.66666667,0,0
51,2,1,0,3747,1732,0,0,2,0.0,2,1
49,1,0,0,-1,0,4956499,1,2,100.0,0,0
102,2,1,0,3632,21,0,1,0,0.0,3,1
41,3,0,0,1337,123,20989,1,6,100.0,0,1
103,3,11,0,8759,51,5347,1,5,84.84848485,0,0
93,3,1,0,62,303,0,1,0,50.0,0,1
26,1,0,0,-1,0,1782754,1,1,88.88888889,1,0
59,2,1,0,2249,307,0,1,0,100.0,2,1
36,1,0,0,1276,184,0,1,1,95.23809524,0,1
51,2,0,0,7131,904,12,0,7,100.0,0,0
47,3,0,0,-1,0,0,1,2,41.66666667,0,1
62,2,0,0,3910,108,0,1,0,4.87804878,1,1
28,2,1,0,4502,245,73540,0,3,62.5,0,0
48,1,0,0,5057,786,106451,0,5,0.0,0,0
63,2,1,0,7618,130,2192,0,5,50.0,0,0
36,2,0,0,8520,2804,8,0,10,12.5,0,0
77,2,3,0,5224,984,136,0,8,58.82352941,0,0
51,1,0,0,2120,437,0,1,0,0.0,0,1
17,2,0,0,5273,205,244512,0,3,85.18518519,0,0
84,3,7,0,2079,842,3621446,0,4,0.0,0,0
33,2,0,0,2479,78,707722,0,2,100.0,0,0
122,3,2,0,7836,200,13186,0,5,100.0,0,0
60,1,1,0,-1,0,6104856,1,1,0.0,3,1
38,3,0,0,6255,319,1416696,1,0,81.81818182,1,1
26,2,0,0,2308,249,512629,0,2,63.63636364,0,0
34,2,0,0,142,222,0,1,0,0.0,0,1
43,3,1,0,7715,335,0,1,2,100.0,0,1
203,4,0,0,8347,2975,1,0,10,0.0,1,1
30,2,0,0,-1,0,378774,0,3,100.0,0,0
69,4,0,0,4924,190,321794,0,4,75.0,0,0
44,2,3,0,5908,1030,14227,0,5,93.75,0,0
64,3,4,0,4027,355,0,0,3,89.47368421,0,0
32,2,0,0,5701,872,763318,0,3,40.0,0,0
32,2,0,0,-1,335,0,1,0,40.0,0,1
68,4,1,0,1015,80,1196152,0,2,0.0,1,1
49,2,0,0,2573,1078,0,1,0,100.0,0,1
25,1,1,0,537,194,0,1,0,92.30769231,0,1
552,3,16,0,7154,881,0,1,3,9.090909091,0,1
29,2,0,0,1535,290,1758310,0,4,55.55555556,0,0
82,1,7,0,4949,164,6019,0,7,79.16666667,0,0
91,5,0,1,899,562,0,1,0,0.0,0,1
23,2,0,0,3916,101,2819002,0,1,85.71428571,0,0
28,2,0,0,8934,0,8858690,1,2,0.0,0,0
26,2,0,0,7685,386,1096263,0,3,0.0,0,0
32,2,0,0,112,252,2851324,0,0,100.0,0,1
49,2,2,0,8941,192,33,1,7,100.0,0,0
129,5,1,0,3509,144,6974,0,2,0.0,0,1
54,1,3,0,3017,270,0,1,4,0.0,0,0
49,3,0,0,187,179,0,1,0,0.0,0,1
27,2,0,0,3419,248,2320287,0,2,20.83333333,0,0
20,1,0,0,-1,0,600126,0,3,66.66666667,0,0
15,1,0,0,7650,0,665238,0,4,57.14285714,0,0
30,2,0,0,-1,0,531106,0,4,100.0,0,0
113,3,0,0,7603,797,14674,1,5,100.0,1,0
21,1,0,0,-1,0,0,1,0,100.0,0,1
23,2,0,0,9173,1053,3535732,0,5,100.0,0,0
23,2,0,0,2695,226,4046162,0,4,100.0,0,0
83,1,11,0,4160,222,240533,0,5,20.0,0,0
46,2,0,0,7131,904,12,0,7,100.0,0,0
48,2,0,0,8708,1883,3629,0,5,100.0,0,0
75,4,0,0,12203,890,22046,0,5,0.0,0,0
31,2,2,0,8422,1803,471755,0,3,95.83333333,0,0
78,4,2,0,5626,218,0,1,5,0.0,0,1
50,2,2,0,3639,13,0,1,0,100.0,0,1
32,3,0,0,-1,0,9627807,0,4,80.0,0,0
33,2,0,0,4537,1818,1099626,0,3,100.0,0,0
43,3,0,0,4973,141,460221,1,4,100.0,0,0
37,2,0,0,3052,3157,538542,0,4,93.75,0,0
31,2,0,0,3596,1151,244386,0,4,80.0,1,0
24,2,0,0,3469,184,207870,0,4,94.44444444,0,0
25,2,0,0,2652,635,0,0,1,23.33333333,0,0
26,2,0,0,4489,258,0,0,3,90.90909091,1,1
68,2,6,0,7611,1154,3706,0,7,94.11764706,0,0
35,2,1,0,7233,72,461551,1,4,28.57142857,0,0
23,1,0,0,-1,0,0,0,0,0.0,0,0
39,3,0,0,1338,122,22211,0,6,100.0,0,1
28,2,0,0,9803,2249,73,1,8,90.47619048,0,0
56,3,0,0,9239,259,13076,1,5,0.0,0,0
28,2,0,0,5093,21,0,0,3,87.5,0,0
74,3,1,0,7100,205,3866,1,6,100.0,1,1
66,1,0,0,4757,5,0,1,0,0.0,1,1
71,2,1,0,778,318,0,1,0,42.85714286,3,1
77,4,1,0,5160,1048,115,1,8,0.0,0,0
24,2,0,0,6240,2160,0,0,3,0.0,0,0
57,2,0,0,-1,0,0,1,0,75.0,0,1
38,2,1,0,1080,381,136428,1,0,0.0,0,1
84,3,0,0,8872,2450,1883895,1,4,0.0,0,0
243,5,5,0,1658,0,0,1,2,100.0,2,1
43,3,0,0,7159,147,2336,1,3,86.66666667,0,0
31,2,0,0,2925,361,9400344,0,4,60.0,0,0
49,3,1,0,3339,1409,7115751,1,2,0.0,1,1
42,2,1,0,-1,135,0,1,0,100.0,1,1
79,2,0,0,5783,61,50436,1,4,0.0,0,1
25,2,0,0,2756,165,2112856,0,3,50.0,0,0
123,5,0,0,4003,15,5816617,1,0,100.0,0,1
51,3,2,0,3229,59,0,1,0,0.0,0,1
73,3,1,1,2783,139,0,1,0,75.0,1,1
41,2,0,0,-1,1305,226699,0,3,96.42857143,0,0
56,1,5,0,-1,0,0,1,0,100.0,2,1
53,3,2,0,-1,50,13812,0,5,33.33333333,0,0
19,1,1,0,8,357,0,1,0,91.66666667,0,1
106,4,3,0,-1,146,0,1,0,0.0,1,1
34,4,1,0,-1,0,0,1,0,100.0,1,1
52,4,0,1,1087,8,0,1,0,0.0,0,1
72,2,0,0,4376,0,0,1,1,0.0,0,1
34,2,0,0,6220,355,113965,0,4,75.0,0,0
74,2,1,0,2539,383,2025445,1,3,75.0,3,1
58,4,0,0,1527,298,3830391,0,1,82.60869565,2,1
99,1,0,0,227,138,0,1,0,100.0,0,1
68,3,3,0,5193,286,0,1,0,16.66666667,0,1
77,2,4,0,3952,66,2586888,0,3,57.14285714,0,0
77,3,0,0,7840,1290,3993,1,5,0.0,0,0
105,3,1,1,284,447,0,1,0,87.5,3,1
47,2,0,0,6668,636,6843,0,5,64.70588235,0,0
40,2,0,0,8683,82,0,1,0,0.0,0,1
54,2,0,0,-1,1133,318914,1,2,0.0,0,1
25,2,1,0,1038,58,3186834,0,1,81.25,0,0
178,4,8,0,2777,144,0,1,0,60.0,0,1
35,2,0,0,3044,242,247225,1,2,33.33333333,0,1
43,2,0,0,7621,50,56198,0,6,72.0,0,1
59,2,2,0,8465,1397,326140,1,4,50.0,0,0
59,1,0,0,3763,254,0,1,1,0.0,1,1
17,1,0,0,-1,896,0,0,0,100.0,0,1
40,2,0,0,5159,1049,0,0,8,0.0,0,0
24,2,0,0,2910,12,142338,0,4,68.75,0,0
60,2,2,0,7957,1173,0,1,2,0.0,0,0
68,3,2,0,-1,0,0,1,2,0.0,3,1
51,3,2,0,8973,1913,10626,1,5,88.88888889,0,0
52,4,0,0,5627,216,0,1,5,0.0,0,1
52,2,0,0,7132,903,12,0,7,100.0,0,0
69,2,0,0,7837,1294,4114,0,5,0.0,0,0
39,2,0,0,6260,2505,684,0,6,61.53846154,0,0
41,3,0,0,8466,665,16226,0,5,89.18918919,0,0
34,2,0,0,8768,1092,180067,0,5,60.0,0,0
68,2,0,0,7133,902,12,0,7,100.0,0,0
40,2,1,0,3262,26,383748,1,4,0.0,0,1
33,1,3,0,0,364,0,1,0,0.0,0,1
48,2,1,0,8645,119,11963,1,5,94.28571429,0,0
210,2,0,0,3750,268,0,1,2,50.0,2,1
66,3,1,0,2074,118,4484551,1,2,0.0,3,1
61,3,0,0,4110,273,6595652,0,3,100.0,0,0
58,3,3,0,8455,309,413,0,7,94.11764706,0,0
31,2,0,0,3179,1203,131196,0,5,41.66666667,0,0
51,2,1,0,6070,140,14420,0,5,26.92307692,0,0
45,3,0,0,5454,2947,1885,0,5,100.0,0,0
117,2,8,0,4057,325,98,0,5,11.11111111,0,0
25,2,0,0,2484,72,1283116,0,2,0.0,0,0
61,3,0,0,-1,0,8844492,1,2,90.0,0,1
49,4,1,1,-1,550,0,1,2,0.0,1,1
69,3,3,0,7919,116,5638,1,6,86.95652174,0,0
64,2,0,0,-1,124,0,1,0,0.0,0,1
34,2,0,0,-1,983,3481179,0,3,63.33333333,0,0
28,2,0,0,8571,1291,98707,0,5,88.88888889,0,0
61,3,3,0,4378,369,73732,0,4,87.5,0,0
35,2,0,0,-1,2648,0,1,0,100.0,0,1
23,2,0,0,4307,1170,84997,0,3,78.57142857,0,0
26,2,0,0,7380,290,0,0,4,50.0,0,0
65,5,0,1,5627,217,3532926,1,5,0.0,0,1
28,2,0,0,5078,36,2617136,0,4,60.0,0,0
37,2,1,0,1771,55,0,1,0,100.0,0,1
21,1,0,0,-1,176,8876061,1,3,0.0,0,1
34,1,0,0,1369,91,0,1,0,100.0,0,1
30,2,0,0,1527,299,775330,0,2,100.0,0,0
78,3,0,0,2105,1547,0,1,0,71.42857143,1,1
30,2,1,0,7062,242,1760637,1,1,81.81818182,0,1
58,3,1,0,7726,309,7010277,1,2,0.0,0,1
49,2,2,0,7836,200,600,0,6,31.25,0,0
64,3,0,0,9806,0,66583,0,5,0.0,0,0
61,3,1,0,3671,527,0,1,2,55.55555556,1,1
22,2,0,0,6111,96,0,0,2,90.90909091,0,0
27,1,0,0,5090,753,0,1,0,0.0,0,1
19,1,0,0,-1,0,407033,0,3,100.0,0,0
52,2,0,0,2390,167,1634,0,6,81.81818182,0,0
69,3,3,0,8778,2908,372124,0,5,77.77777778,0,0
41,2,2,0,7133,902,12,0,7,100.0,0,0
60,3,0,0,3358,1755,2330327,0,5,11.11111111,0,0
43,2,0,0,19,345,0,0,0,62.5,0,1
33,2,0,0,1918,273,5268681,0,3,50.0,0,0
43,2,0,0,5640,204,2,0,10,72.22222222,1,0
24,1,0,0,-1,169,138139,1,5,100.0,0,1
43,2,0,0,8516,2808,8,0,10,23.52941176,0,0
112,12,0,0,1837,355,0,1,0,100.0,0,1
26,2,0,0,1731,95,532418,0,4,50.0,1,0
49,1,1,0,4629,119,0,1,2,0.0,3,1
44,2,1,0,3778,3161,6315,0,7,0.0,1,0
62,2,3,0,2238,1415,289244,0,4,78.57142857,0,0
84,3,1,0,6416,158,187558,1,4,83.33333333,0,0
70,3,0,0,7379,291,893829,0,4,0.0,0,0
17,1,0,0,5819,0,10594355,0,3,66.66666667,0,0
35,3,0,0,5178,1031,0,0,3,37.5,0,0
75,3,0,0,-1,0,2634,1,7,66.66666667,0,0
43,2,0,0,6256,2509,689,0,6,61.53846154,0,0
24,2,0,0,-1,0,428294,0,3,77.27272727,0,0
230,3,1,0,-1,63,0,1,0,100.0,5,1
94,2,1,1,5838,6,8227812,1,2,100.0,3,1
23,2,0,0,5763,0,2374842,0,3,100.0,0,0
23,2,0,0,2475,82,3234267,0,3,90.625,0,0
40,2,0,0,-12,378,0,1,0,20.0,1,1
61,2,1,0,216,150,0,1,0,100.0,2,1
73,4,0,0,7802,516,0,1,5,0.0,0,1
76,5,0,0,359,7,0,1,1,0.0,1,1
127,3,4,0,7087,948,18105,1,3,0.0,0,1
23,2,1,0,-1,0,5473793,0,2,0.0,0,0
51,2,2,0,1448,13,485297,1,2,25.0,0,1
53,2,0,0,3709,309,106159,0,2,100.0,0,0
63,2,3,0,-1,573,6734931,0,1,60.0,3,1
57,2,4,0,3192,96,180227,0,3,80.0,0,0
55,2,4,0,-1,635,283306,0,4,33.33333333,0,0
33,3,0,0,4911,203,0,0,4,35.71428571,0,0
25,2,0,0,3837,180,0,0,3,86.36363636,0,0
142,5,0,0,5613,231,0,1,5,33.33333333,0,1
58,3,0,0,12561,0,13684,0,6,100.0,0,0
39,2,0,0,1950,242,341948,1,1,0.0,1,1
28,3,0,0,7063,241,767936,1,2,81.81818182,1,1
46,3,0,0,9803,2249,72,0,8,92.30769231,0,0
79,4,1,0,10676,282,23,1,8,100.0,0,0
25,2,1,0,5380,98,415941,0,4,91.66666667,0,0
46,3,2,0,-1,3140,0,1,2,100.0,0,1
85,3,0,0,4258,125,0,1,1,0.0,2,1
44,2,1,0,333,33,0,1,0,0.0,0,1
32,2,0,0,-1,0,49987,0,3,67.85714286,0,0
50,2,1,0,6656,649,90283,0,5,81.25,0,0
126,4,1,0,3993,25,0,1,0,100.0,0,1
129,2,4,0,-2,100,0,1,0,0.0,1,1
49,3,0,0,2613,308,6251197,1,0,0.0,1,1
26,2,0,0,4005,13,294088,0,2,81.81818182,0,0
55,4,2,0,2179,12,0,1,0,66.66666667,0,1
59,2,3,0,7986,2690,13887,0,6,33.33333333,0,0
65,2,2,0,4761,717,5067,0,7,42.85714286,0,0
25,2,0,0,6290,0,460823,0,3,100.0,0,0
47,3,0,0,7452,218,968408,0,3,100.0,0,0
71,3,0,0,5044,69,380,0,5,66.66666667,0,0
75,3,0,0,5516,327,798,0,3,100.0,0,1
48,2,0,0,-1,651,0,1,0,0.0,0,1
47,1,1,0,3208,93,0,1,0,50.0,3,1
47,2,0,0,5090,388,55262,0,5,100.0,0,0
65,2,5,0,8881,616,12978,0,6,100.0,0,0
50,2,0,0,829,632,0,1,0,18.18181818,0,1
21,2,0,0,-1,537,435701,0,2,100.0,0,0
153,5,2,0,5613,231,9298906,1,5,33.33333333,0,1
21,2,0,0,4574,174,2552376,0,3,96.42857143,0,0
49,2,0,0,643,88,0,1,0,100.0,1,1
62,3,3,0,8904,3515,1499,0,7,6.666666667,0,0
35,2,0,0,2420,137,0,1,0,0.0,0,1
41,3,0,0,4634,480,8237707,1,0,0.0,1,1
18,1,0,0,958,138,1379977,1,0,74.19354839,1,1
26,1,0,0,2555,2,0,1,0,25.0,0,1
34,3,0,0,2886,35,0,1,0,0.0,0,1
97,5,0,0,2920,2,0,1,1,33.33333333,1,1
46,3,2,0,5942,266,3524124,0,0,0.0,0,1
59,3,0,0,7083,952,17964,1,3,0.0,0,1
53,2,0,0,6669,636,6844,1,5,64.70588235,0,0
45,2,1,0,9205,293,690,0,6,90.47619048,0,0
61,3,3,0,4300,83,846519,1,5,29.41176471,0,0
23,3,0,0,-1,216,2470539,0,3,11.41304348,0,0
48,1,0,0,2521,35,632751,1,7,0.0,0,1
48,2,0,0,1822,0,1917321,1,2,85.18518519,1,1
36,2,0,0,171,194,6322841,0,0,80.0,0,1
47,2,3,0,6382,0,0,1,3,0.0,0,1
